corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
3120001057850	阪和工材株式会社	鉄鋼・金属商社	商社	510	http://www.hanwa-net.co.jp/contact.html	http://hanwa-net.co.jp/	pending_precheck
3120001059450	株式会社ＰＩＬＬＡＲ	プラスチック製品・樹脂製品	材料・資源	1030	http://www.pillar.co.jp/inquiry/catalog.php	https://www.pillar.co.jp/ja/about/outline/	pending_precheck
3120001063188	株式会社ケー・エフ・シー	金属建材	材料・資源	416	https://www.kfc-net.co.jp/crp/form02/	https://www.kfc-net.co.jp/company/profile	pending_precheck
3120001065184	住電商事株式会社	工業用機械商社	商社	453	http://www.sumidenshoji.co.jp/contact/	https://www.sumidenshoji.co.jp/company/company.html	pending_precheck
3120001069573	平井精密工業株式会社	金属加工	製造	436	https://www.hirai.co.jp/contact/	https://www.hirai.co.jp/company/overview/	pending_precheck
3120001069672	フェザー安全剃刀株式会社	工具	機械	425	http://www.feather.co.jp/info/general/	https://www.feather.co.jp/company/outline.html	pending_precheck
3120001077460	タキロンシーアイ株式会社	樹脂系建材製造	製造	1373	https://www.takiron-ci.co.jp/form/	https://www.takiron-ci.co.jp/corporate/outline.html	pending_precheck
3120001077601	大阪瓦斯株式会社	ガス・燃料製品・採掘	エネルギー	5559	https://home.osakagas.co.jp/contact/index.html	https://ogud.co.jp/company/outline/	pending_precheck
3120001077956	株式会社キャピタル・アセット・プランニング	Webアプリ・サービス運営	IT	384	http://www2.cap-net.co.jp/inquiry/index.php	https://www.cap-net.co.jp/company	pending_precheck
3120001079845	さくらインターネット株式会社	クラウド系/SaaS/ASPサービス	IT	964	https://www.sakura.ad.jp/ir/contact/	https://www.sakura.ad.jp/corporate/corp/profile/	pending_precheck
3120001082312	ＳＵＭＩＮＯＥ株式会社	繊維加工・織布	製造	518	https://suminoe.jp/inquiry/index.php	https://suminoe.co.jp/company/outline/	pending_precheck
3120001083145	ダイハツインフィニアース株式会社	動力装置	機械	1160	http://www.dhtd.co.jp/ja/inquiry/other.html	http://www.dhtd.co.jp/	pending_precheck
