corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
5010001034958	株式会社ＹＵＡＳＡ	工業用機械商社	商社	1631	http://www.yuasa.co.jp/contact.html	https://www.yuasa.co.jp/corporate/data/	excluded_required_address
8120001085434	東洋アルミニウム株式会社	金属製品	材料・資源	1616	https://www4.nikkeikin.co.jp/ssl/toyalquesdb.nsf/ques_top?OpenForm	https://www.toyal.co.jp/company/2summary.html	excluded_form_unavailable
9011701006326	ネグロス電工株式会社	金属部品	製造	1601	https://www.negurosu.co.jp/contact/inquiry/	https://www.negurosu.co.jp/company/information/	sent_2026-08-05
6020001017093	株式会社京三製作所	交通機械	機械	1578	https://www.kyosan.co.jp/inquiry/mailform.cgi	http://www.kyosan.co.jp/	excluded_form_unavailable
7011001016580	東急不動産株式会社	デベロッパー	不動産	1570	https://www.tokyu-land.co.jp/form/contact/	https://www.tokyu-land.co.jp/	sent_2026-08-05
7340001003201	南国殖産株式会社	総合商社	商社	1566	https://www.nangoku.co.jp/contact/	https://www.nangoku.co.jp/	excluded_captcha
9130001027236	株式会社ＳＣＲＥＥＮセミコンダクターソリューションズ	半導体	製造	1559	https://www.screen.co.jp/top/spe/contact01.html	https://www.screen.co.jp/spe/company/about	excluded_form_unavailable
6010701026130	東罐興業株式会社	紙・パルプ	材料・資源	1553	http://www.tokan.co.jp/contact/	https://www.tokan.co.jp/company/domestic/headoffice/	excluded_sales_prohibited
5010001067669	株式会社エヌジェーシー	人材派遣	人材・アウトソーシング	1544	https://ssl.njc-web.co.jp/company/contact/index.php	http://www.njc-web.co.jp/company/company_date/profile/index.php	excluded_wrong_channel
9010401072190	富士フイルムビジネスエキスパート株式会社	財務コンサル	コンサルティング	1527	https://www.fujifilm.co.jp/form/ffbx/ja/general/input.php?id=FFBXGeneral&amp;_ga=2.198115311.1750894142.1526345941-888961602.1526345941	http://www.ffbx.co.jp/	sent_2026-08-05
8290801009501	吉川工業株式会社	金属加工	製造	1521	http://www.ykc.co.jp/inquiry.html#	https://www.ykc.co.jp/company_info/company_outline	excluded_sales_prohibited
5390001002010	株式会社山形銀行	銀行・金庫・組合	金融	1508	https://form.yamagatabank.co.jp/crnsoudan	https://www.yamagatabank.co.jp/company/gaiyou/	excluded_wrong_channel
9011001017676	ヒトトヒト株式会社	不動産管理	不動産	1506	https://www.hitotohito.co.jp/contact/	https://www.hitotohito.co.jp/company-profile/	sent_2026-08-05
9370001019473	東京エレクトロン宮城株式会社	工作機器	機械	1499	https://www.tel.co.jp/contactus/	https://www.tel.co.jp/	excluded_sales_prohibited
5011101057080	株式会社セレブリックス	販促コンサル	コンサルティング	1471	https://www.cerebrix.jp/contact	https://www.cerebrix.jp/	excluded_sales_prohibited
9120001048976	石原産業株式会社	化学品	材料・資源	1449	https://www.iskweb.co.jp/contact/form/	https://www.iskweb.co.jp/company/profile.html	pending
5010401047403	アイエックス・ナレッジ株式会社	ITコンサル	コンサルティング	1426	https://ssl.swcms.net/ikicPublic/inquiry/inquiry1.html	https://www.ikic.co.jp/company/outline.html	pending
7010001064648	ＮＴＴドコモビジネス株式会社	Webアプリ・サービス運営	IT	1426	http://support.ntt.com/inquiry/	https://www.ntt.com/	pending
5120001062485	関電プラント株式会社	電力・発電製造	機械	1420	https://www2.kanden.ne.jp/cgi-bin/kanden-plant/inquiry/inquiry.cgi	https://www.kanden-plant.co.jp/company/outline/	pending
8180001032174	フタムラ化学株式会社	化学品	材料・資源	1420	http://www.futamura.co.jp/contact.html	https://www.futamura.co.jp/corporate/info	pending
9180001015541	丸徳産業株式会社	人材派遣	人材・アウトソーシング	1415	https://www.marutokusangyo.co.jp/cgi-bin/groupform/index.cgi	https://www.marutokusangyo.co.jp/group/organization/sangyo/	pending
9010001059563	株式会社ヤマハミュージックジャパン	CM制作・映像制作	広告・制作	1410	https://jp.yamaha.com/support/contacts/tsumitate/index.html	https://jp.yamaha.com/about_yamaha/yamahamusicjapan/profile/	pending
9010001103734	デジタル・インフォメーション・テクノロジー株式会社	受託開発	IT	1401	https://www.ditgroup.jp/inquiry/index.php	http://www.ditgroup.jp/	pending
6010001114024	株式会社パソナグループ	人材派遣	人材・アウトソーシング	1382	http://www.pasonagroup.co.jp/contact/	https://www.pasonagroup.co.jp/	pending
5012401011628	株式会社日本マイクロニクス	半導体	製造	1378	https://www.mjc.co.jp/contact/entry.php?subject=9	https://www.mjc.co.jp/corporate/about/	pending
7260001000735	株式会社エイト日本技術開発	土木コンサル	コンサルティング	1376	https://www.ejec.ej-hds.co.jp/contact	https://www.ejec.ej-hds.co.jp/company/	pending
8120001034119	アイテック阪急阪神株式会社	Webアプリ・サービス運営	IT	1376	https://itec.hankyu-hanshin.co.jp/contact/social/	https://itec.hankyu-hanshin.co.jp/company/outline/	pending
5120001062403	ＪＦＥ商事株式会社	鉄鋼・金属商社	商社	1375	https://www.jfe-shoji.co.jp/contact/	https://www.jfe-shoji.co.jp/company/profile/	pending
7010601037788	リコーリース株式会社	機械レンタル・リース	機械	1368	http://www.r-lease.co.jp/forms/lease_inquiry/	https://www.r-lease.co.jp/corp/history/	pending
5120001180782	株式会社船井総合研究所	経営コンサル	コンサルティング	1354	http://www.funaisoken.co.jp/form/consulting	https://www.funaisoken.co.jp/info/company	pending
7021001007190	東邦チタニウム株式会社	その他製造	製造	1353	https://www.toho-titanium.co.jp/contact/	https://www.toho-titanium.co.jp/company/profile/	pending
7011101020284	ＴＭＥＳ株式会社	不動産管理	不動産	1337	https://www.tm-es.co.jp/supports/inquiry-1.php	https://www.tm-es.co.jp/outline/	pending
7120001092225	株式会社レクザム	精密機器	製造	1336	http://www.rexxam.co.jp/contact/	https://www.rexxam.co.jp/corporate/overview.html	pending
5180301013959	小林クリエイト株式会社	受託開発	IT	1328	https://k-cr.jp/product/printing_solution/delivery_merit_form/samplepack/	https://k-cr.jp/company/profile/	pending
5120001012382	ザ・パック株式会社	紙類包装製造	製造	1317	https://www.thepack.co.jp/hp01/consultation/general/info/index.php	https://www.thepack.co.jp/company/infomation.html	pending
7010001084935	ジョーンズラングラサール株式会社	不動産コンサル	コンサルティング	1313	http://www.joneslanglasalle.co.jp/ja/contact-us	https://www.joneslanglasalle.co.jp/	pending
5020001029800	株式会社光洋	その他人材	人材・アウトソーシング	1307	https://www.koyo.jp/contact.php	https://www.koyo.jp/company/	pending
7110001025961	ＴＳサービス株式会社	アパレル商社	商社	1307	https://tsservice.co.jp/contactus/	https://tsservice.co.jp/	pending
8013301012440	株式会社ＲＹＯＤＥＮ	工業用機械商社	商社	1306	https://www.ryoden.co.jp/inquiry/form/	https://www.ryoden.co.jp/	pending
9011001120983	株式会社ＢＲＥＸＡ　ＳＯＬＶＩＡ	クラウド系/SaaS/ASPサービス	IT	1301	https://form.k3r.jp/hr_recruit/rks11	https://www.rakus-partners.co.jp/company/outline/	pending
8120001098931	阪急阪神ビルマネジメント株式会社	不動産管理	不動産	1298	http://www.hhbm.hankyu-hanshin.co.jp/managed/sc/form.html	https://www.hhbm.hankyu-hanshin.co.jp/	pending
6010401042502	株式会社イースト	Webアプリ・サービス運営	IT	1294	https://www.east-inc.jp/contact/	https://www.east-inc.jp/company/	pending
