corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
1180001008726	辰巳屋興業株式会社	工業用機械商社	商社	451	http://www.tmy-net.co.jp/department/contact/index.html	https://www.tmy-net.co.jp/company/profile/	excluded_required_address
1180001017009	株式会社スズケン	医療機器商社	商社	3147	https://reg31.smp.ne.jp/regist/is?SMPFORM=mcnf-phqfm-c13553ceffc3b0a8c235c7e4cb12c5ba&amp;_ga=2.52999983.669877574.1498360939-1244549088.1498360939	https://www.suzuken.co.jp/company/about.html	excluded_form_unavailable
1180001020508	株式会社ニッコー	人材派遣	人材・アウトソーシング	2331	http://www.co-nikko.jp/contact/contact.html	http://www.co-nikko.jp	excluded_form_unavailable
1180001037535	ダイナパック株式会社	紙類包装製造	製造	875	https://gt102.secure.ne.jp/~gt102146/contact/index.html?_ga=2.256600333.724381615.1523696467-1794410513.1523696467	https://www.dynapac-gr.co.jp/company/about/index.html	excluded_form_unavailable
1180001043310	株式会社エクシング	アミューズメント機器	機械	1120	https://joysound.biz/contact	https://xing.co.jp/	excluded_wrong_channel
1180001054828	東建コーポレーション株式会社	不動産賃貸・仲介	不動産	5662	https://www.token.co.jp/estate/ask/	http://www.token.co.jp/	excluded_wrong_channel
1180001081319	オークマ株式会社	工作機器	機械	2889	https://www.okuma.co.jp/support/contact/contact.html	https://www.okuma.co.jp/access/	excluded_wrong_channel
1180001092373	株式会社アペックス	自動販売機	機械	853	https://www.apex-co.co.jp/wp/?inquiry=%E8%B3%87%E6%96%99%E8%AB%8B%E6%B1%82%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0	https://www.apex-co.co.jp/profile/profile.html	excluded_wrong_channel
1180001102925	株式会社ホットスタッフ半田	人材派遣	人材・アウトソーシング	592	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0918	excluded_required_address
1180001109838	株式会社Ｗｅプラス	Webマーケコンサル	IT	419	https://ideanext.jp/contact.php	http://weeare.co.jp/	excluded_wrong_company
