corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
4010001127738	株式会社コアコンセプト・テクノロジー	ITインフラストラクチャー	IT	489	https://www.cct-inc.co.jp/contact	https://www.cct-inc.co.jp/company/profile/	pending_precheck
4010001128158	株式会社プレアデス	人材紹介	人材・アウトソーシング	459	https://www.pleiades-net.co.jp/contact/	https://www.pleiades-net.co.jp/company/profile/	pending_precheck
4010001137274	タイムズ２４株式会社	駐車場運営	不動産	908	https://ssl.park24.co.jp/view/group/other/input.jsp	https://www.times24.co.jp/company/profile.html	pending_precheck
4010001142571	渡辺パイプ株式会社	建材商社	商社	5594	http://www.sedia-system.co.jp/contact/?act=input&type=1	https://www.sedia-system.co.jp/company/profile.html	pending_precheck
4010401009973	日鉄興和不動産ファシリティーズ株式会社	不動産管理	不動産	749	http://www.kowa-re.co.jp/inquiry/	https://www.kowa-re.co.jp/	pending_precheck
4010401016607	大東建託株式会社	デベロッパー	不動産	9410	http://www.kentaku.co.jp/contact/	https://www.kentaku.co.jp/	pending_precheck
4010401019485	株式会社ネクスティエレクトロニクス	工業用機械商社	商社	1056	https://www.nexty-ele.com/contact/	https://www.nexty-ele.com/company/corporate-profile/	pending_precheck
4010401019948	株式会社トラストネットワーク	人材派遣	人材・アウトソーシング	1142	http://www.trust-network.co.jp/contact/	https://www.trust-network.co.jp/company/concept/	pending_precheck
4010401021648	株式会社日立ハイテク	化学機器	機械	7669	https://www8.hitachi.co.jp/inquiry/hitachi-hightech/jp/about/general/form_input.jsp?UM_No=1&amp;__CAMCID=lknjlhToJY-387&amp;__CAMSID=MOqicoixgG-63&amp;__CAMVID=qOqibIICxsB&amp;_c_d=1	https://www.hitachi-hightech.com/jp/ja/company/outline.html	pending_precheck
4010401041588	日本ビジネスシステムズ株式会社	Webアプリ・サービス運営	IT	3002	https://www.jbs.co.jp/contact/jbs	https://www.jbs.co.jp/corp/aboutus	pending_precheck
4010401043667	ＮＥＣビジネスインテリジェンス株式会社	販促コンサル	コンサルティング	1444	https://contact.nec.com/http-www.necmp.co.jp_tb_root_nmp001/?_ga=2.147551159.1651395301.1518400907-391490203.1518400907	https://www.nec-businessintelligence.co.jp/company/profile.html	pending_precheck
4010401048781	フォーシーズ株式会社	その他金融関連サービス	金融	462	https://www.4cs.co.jp/contact/	https://www.4cs.co.jp/	pending_precheck
4010401049350	株式会社ユーラスエナジーホールディングス	再生可能エネルギー	エネルギー	457	https://www.eurus-energy.com/contact/	https://www.eurus-energy.com/company/outline/	pending_precheck
4010401078085	日本オラクル株式会社	受託開発	IT	1997	http://www.oracle.co.jp/jp/corporate/contact/help.html	https://www.oracle.com/jp/	pending_precheck
4010401082995	太平洋セメント株式会社	窯業建材・石材	材料・資源	2602	https://web5.sec4u.jp/taiheiyo-cement.co.jp/cgisrv/contact/cement.html	https://www.taiheiyo-cement.co.jp/company/compdata.html	pending_precheck
