corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
5010001043281	三井物産流通グループ株式会社	食品専門商社	商社	3152	https://www.mitsuifoods.co.jp/inquiry/	https://www.mbrg.co.jp/company/outline/	excluded_unreachable
8120001077489	帝人株式会社	繊維	材料・資源	3147	https://www.teijin.co.jp/form/	https://www.teijin.co.jp/about/group-japan/osaka/	excluded_submit_stuck
5120001108073	トラスコ中山株式会社	その他専門商社	商社	3142	http://www.trusco.co.jp/inquiry/	https://www.trusco.co.jp/company/outline/	excluded_required_address
6010401041867	パーソルダイバース株式会社	人材紹介	人材・アウトソーシング	3139	https://krs.bz/persol-challenge/m/client?_ga=2.165346623.1053678014.1538529455-956868056.1538529455	https://persol-diverse.co.jp/company/about/	excluded_form_unavailable
6290801010667	株式会社三井ハイテック	金型製造	機械	3099	https://www.mitsui-high-tec.com/ja/contact/index.php	https://www.mitsui-high-tec.com/company/about/	excluded_captcha
7010701011370	三井金属株式会社	その他製造	製造	3038	https://www.mitsui-kinzoku.co.jp/contact/	https://www.mitsui-kinzoku.com/company/c_gaiyo/	excluded_form_unavailable
7010001042703	株式会社建設技術研究所	土木コンサル	コンサルティング	2955	http://www.ctie.co.jp/contact/	https://www.ctie.co.jp/company/office/	excluded_url_prohibited
8013401001509	パシフィックコンサルタンツ株式会社	土木コンサル	コンサルティング	2950	https://www.pacific.co.jp/cgi-bin/contact/index.cgi	https://www.pacific.co.jp/	sent_2026-08-05
9170001000916	株式会社紀陽銀行	銀行・金庫・組合	金融	2927	http://www.kiyobank.co.jp/app/inquiry/index.html	http://www.kiyobank.co.jp	excluded_wrong_channel
6120001090378	京セラドキュメントソリューションズ株式会社	印刷機械	機械	2887	http://www.kyoceradocumentsolutions.co.jp/inquiry/	http://www.kyoceradocumentsolutions.co.jp/	excluded_sales_prohibited
9120001077620	株式会社日本触媒	化学品	材料・資源	2874	https://www.shokubai.co.jp/ja/inquiry/form.html	https://www.shokubai.co.jp/ja/company/outline/	excluded_captcha
9011001035190	株式会社メディカル・コンシェルジュ	人材紹介	人材・アウトソーシング	2873	https://www.concier.com/contacts	https://www.concier.com/branch/ebisu	excluded_required_address
7180001030988	大成株式会社	不動産管理	不動産	2834	https://www.taisei-bm.co.jp/contact/	https://www.taisei-bm.co.jp/corporate/profile/	sent_2026-08-05
8010401023228	株式会社リジョイスカンパニー	業務請負	人材・アウトソーシング	2794	http://www.rejoice-company.co.jp/contact/	https://www.rejoice-company.co.jp/	sent_2026-08-05
6010401099261	ＳｏｃｉｏＦｕｔｕｒｅ株式会社	コールセンター	人材・アウトソーシング	2783	https://www.atmj-g.com/contact/atm/?c=atm	https://www.scft.co.jp/about/office	excluded_unreachable
7011401006867	リンテック株式会社	プラスチック製品・樹脂製品	材料・資源	2774	https://form.lintec.co.jp/form.php?type=25	https://www.lintec.co.jp/company/data/	excluded_unreachable
6280001000230	株式会社山陰合同銀行	銀行・金庫・組合	金融	2752	http://www.gogin.co.jp/contact/	https://www.gogin.co.jp/about/corporation/profile/index.html	excluded_wrong_channel
8010601024653	ユニアデックス株式会社	Webアプリ・サービス運営	IT	2722	https://www.uniadex.co.jp/cgi-bin/form/form-s.cgi	https://www.uniadex.co.jp/company/office/tokyo.html	excluded_sales_prohibited
6010001110551	日本郵政コーポレートサービス株式会社	コールセンター	人材・アウトソーシング	2669	https://www.jp-staff.jp/contact/	https://www.jp-cs.jp/company/office/	excluded_disabled_consent
7010401053829	株式会社電通総研	Webアプリ・サービス運営	IT	2655	https://www.isid.co.jp/request/?id=cOther	http://www.isid.co.jp	sent_2026-08-05
8330001010189	株式会社こはく本舗	飲食コンサル	コンサルティング	2652	http://meijiya.biz/form/	https://meijiya-kohaku.co.jp/aboutus/	excluded_form_unavailable
5060001002844	株式会社ＴＫＣ	受託開発	IT	2649	http://www.tkc.jp/inquiry/	https://www.tkc.jp/company/location/hq_tochigi	excluded_sales_prohibited
8120001077456	星光ビル管理株式会社	不動産管理	不動産	2634	https://www.saycogroup.co.jp/contact/	https://www.saycogroup.co.jp/company/about/	sent_2026-08-05
5120001086633	株式会社日経サービス	不動産管理	不動産	2615	https://www.nikkei-service.co.jp/inquiry/index.html	https://www.nikkei-service.co.jp/	sent_2026-08-05
8240001012153	コベルコ建機株式会社	建設機械	機械	2611	https://www.kobelcocm-global.com/ss/contact/excavators/service01.html	https://www.kobelcocm-global.com/jp/	excluded_required_address
6020001066941	株式会社ゼネラル	空調機器	機械	2599	http://www.fujitsu-general.com/global/contact/index.html	https://www.fujitsu-general.com/jp/index.html	excluded_captcha
8130001001588	日新電機株式会社	電力・発電製造	機械	2599	https://secure.nissin.jp/inquiry/form.php?num=webmaster&amp;seihin=%A4%BD%A4%CE%C2%BE	https://nissin.jp/company/map/head_kyoto.html	excluded_form_unavailable
6130001017685	株式会社エスユーエス	人材派遣	人材・アウトソーシング	2556	https://www.sus-g.co.jp/contact_company/	https://www.sus-g.co.jp/company/outline.html	excluded_captcha
8011801010113	デリカフーズ株式会社	農産物食品商社	商社	2556	https://www.delica.co.jp/inquiry/	https://www.delica.co.jp/company/	excluded_required_address
6010001034957	三井不動産株式会社	デベロッパー	不動産	2551	http://www.mitsuifudosan.co.jp/contact/	https://www.mitsuifudosan.co.jp/	excluded_sales_no_response
9011601000379	株式会社アドバンテスト	半導体	製造	2530	https://www.advantest.com/ja/contact	https://www.advantest.com/ja/about/overview/	sent_2026-08-05
9120001083783	だいわ株式会社	業務厨房機器	機械	2517	https://www.drk.co.jp/contact/	http://www.drk.co.jp/company/outline.html	excluded_captcha
6011101063359	株式会社マネーフォワード	Webアプリ・サービス運営	IT	2473	https://corp.moneyforward.com/contact/other/	https://corp.moneyforward.com/aboutus/outline/	excluded_captcha
5120001046991	株式会社フジキン	半導体	製造	2469	https://www.fujikin.co.jp/mail/require_company.html	https://www.fujikin.co.jp/ja/company/outline/	excluded_sales_prohibited
6120001230157	ＦＩＤＩＡ　ＳＯＬＵＴＩＯＮＳ株式会社	人材派遣	人材・アウトソーシング	2462	https://evand.jp/contact_to_evand_website2021spamblock/	https://evand.jp/company/overview	excluded_captcha
9180001081170	ヤマザキマザック株式会社	工作機器	機械	2437	https://www.mazak.co.jp/contactus/others.html	https://www.mazak.com/jp-ja/about-us/company-outline/	excluded_required_address
9010601029263	ヤマトシステム開発株式会社	Webアプリ・サービス運営	IT	2419	https://www.nekonet.co.jp/inquiry/form	https://www.nekonet.co.jp/company/profile	excluded_required_address
8010001002136	共同印刷株式会社	紙媒体印刷	広告・制作	2415	https://www.kyodoprinting.co.jp/inquiry/general/input	https://www.kyodoprinting.co.jp/company-profile/org.html	excluded_required_address
6120001104328	株式会社かんでんＣＳフォーラム	販促コンサル	コンサルティング	2386	https://www2.kanden.ne.jp/kcsf/inquiry_service.html	https://www.kcsf.co.jp/company/outline.html	excluded_unreachable
9120001097305	株式会社ラクス	Webアプリ・サービス運営	IT	2378	https://www.rakus.co.jp/contact/ircontact/	https://www.rakus.co.jp/company/outline/	excluded_sales_prohibited
7120001181630	ＮＴＴ西日本ビジネスフロント株式会社	ITコンサル	コンサルティング	2376	https://www.nttwest-bf.co.jp/form/contact/	https://www.nttwest-bf.co.jp/	sent_2026-08-05
6010001127950	田中貴金属工業株式会社	金属製品	材料・資源	2363	https://www.tanaka.co.jp/support/req/kp_contact/index.php?_ga=1.220425880.1645301700.1479484217	https://www.tanaka.co.jp/about/group/tkk.html	excluded_wrong_channel
7010501002116	オリエンタルモーター株式会社	動力装置	機械	2357	https://www.orientalmotor.co.jp/support/	https://www.orientalmotor.co.jp/	excluded_captcha
9120001098385	テルウェル西日本株式会社	業務請負	人材・アウトソーシング	2336	https://www.telwel-west.co.jp/contact/honsha/	https://www.telwel-west.co.jp/	excluded_form_unavailable
6010401039960	日本トーター株式会社	業務請負	人材・アウトソーシング	2334	https://www.totor.co.jp/contact	https://www.totor.co.jp/company/profile	excluded_captcha
7011101019599	ＨＯＹＡ株式会社	ガラス	材料・資源	2317	https://www.hoya.co.jp/contact/contact_ir.php	https://www.hoya.com/company/profile/	sent_2026-08-05
7010401081177	株式会社日本ワークプレイス	人材派遣	人材・アウトソーシング	2272	https://www.n-workplace.jp/index.php/contact	https://www.n-workplace.jp/aboutus/	sent_2026-08-05
7090001011840	東京エレクトロンテクノロジーソリューションズ株式会社	電子部品	機械	2264	https://secure.tel.com/jpn/contactus/ttsinqury/input	http://www.tel.co.jp/about/locations/tyl.html	excluded_unreachable
7013201017276	株式会社サトー	産業用ロボット	機械	2260	https://www.sato.co.jp/cgi-bin/products_form.cgi	https://www.sato.co.jp/	excluded_form_unavailable
