corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
4011101010841	セイコーエプソン株式会社	印刷機械	機械	12217	https://cform.epson.jp/form5/pub/e040/2005000005012160739	https://www.epson.jp/corporate/about/profile.htm	excluded_form_unavailable
4011101020543	三井不動産レジデンシャルサービス株式会社	不動産管理	不動産	2225	http://www.mitsui-kanri.co.jp/contact/living/management/form/	http://www.mitsui-kanri.co.jp	excluded_required_address
4011101026111	マーシュジャパン株式会社	保険代理店	金融	582	https://www.marsh.com/us/registration-form.html	https://www.marsh.com/jp/ja/home.html	excluded_wrong_channel
4011101082303	スターティア株式会社	受託開発	IT	615	https://www.startia.co.jp/support/contact/	https://www.startia.co.jp/company/location/	excluded_captcha
4011301007175	ＳＯＭＰＯコミュニケーションズ株式会社	コールセンター	人材・アウトソーシング	1136	https://www.sompo-com.co.jp/access/form/3	https://www.sompo-com.co.jp/	excluded_required_address
4011401004725	株式会社トプコン	計測機器・センサー	機械	954	http://www.topcon.co.jp/contact/	http://www.topcon.co.jp/	excluded_wrong_channel
4011401017909	株式会社エール	人材派遣	人材・アウトソーシング	799	http://www.yell-inc.com/form/	http://www.yell-inc.com/index.html	sent_2026-08-05
4011501003552	日本フエルト株式会社	繊維加工・織布	製造	505	http://www.felt.co.jp/contact/	https://www.felt.co.jp/company/outline/	excluded_required_address
4011501008130	日栄インテック株式会社	金属製品	材料・資源	641	http://www.nichieiintec.jp/inquiry.cgi	https://www.nichieiintec.jp/corporation/1070.html	excluded_form_unavailable
4011501015399	ＴＯＰＰＡＮクロレ株式会社	紙媒体印刷	広告・制作	1021	https://www.tosho.co.jp/contact/index.html	https://www.toppan-colorer.co.jp/company/profile	excluded_form_unavailable
4012301000153	朝日土地建物株式会社	不動産売買・仲介	不動産	384	https://www.asahi-t-t.co.jp/contents/code/contact?re=1524446468	https://www.astmcd.jp/	excluded_sales_prohibited
4012401001869	株式会社ワタリ	農産物食品商社	商社	414	https://watari.securesite.jp/watari/inquiry/commodity.html	https://www.watari.com/company	excluded_unreachable
4012401012569	横河電機株式会社	Webアプリ・サービス運営	IT	3011	http://www.yokogawa.co.jp/contact/	https://www.yokogawa.co.jp/	excluded_form_unavailable
4012401013204	武蔵エンジニアリング株式会社	産業用ロボット	機械	566	https://www.musashi-engineering.co.jp/inquiry/inquiry.php	http://www.musashi-engineering.co.jp/	excluded_form_unavailable
4012801008134	横河マニュファクチャリング株式会社	計測機器・センサー	機械	1124	https://contact.yokogawa.com/cs/gw?c-id=000219&amp;_ga=2.74404370.1038972665.1531441987-620143555.1531441987	https://www.yokogawa.com/jp-ymg/	excluded_required_department
4013301001802	エム・エス・ケー農業機械株式会社	漁業・農業機器	機械	566	https://www.mskfm.co.jp/contact	https://www.mskfm.co.jp/about#company	excluded_captcha
4013301021800	株式会社アウトソーシングトータルサポート	人材派遣	人材・アウトソーシング	1515	https://www.ots.co.jp/contact	https://www.ots.co.jp/company/profile/	excluded_captcha
4013301026097	ヤマトコンタクトサービス株式会社	コールセンター	人材・アウトソーシング	1304	https://www.iqform.jp/ycs/pc/enquete/contact_form01	https://www.y-cs.co.jp/company/outline.html	excluded_form_unavailable
4013401002485	ミツミ電機株式会社	電子部品	機械	2492	https://mtm-sec.mitsumi.co.jp/web/web/	http://www.mitsumi.co.jp/	excluded_required_address
4020001007831	株式会社日産クリエイティブサービス	業務請負	人材・アウトソーシング	2594	https://www.nissan-nics.co.jp/contact/	https://www.nissan-nics.co.jp/corporate/overview/	excluded_captcha
4020001009043	東京エレクトロンデバイス株式会社	電子部品商社	商社	1247	https://reg26.smp.ne.jp/regist/is?SMPFORM=obl-laniq-34fba6c0df91a451e1dc73e886afacd4	https://www.teldevice.co.jp/company/gaiyou.html	excluded_required_department
4020001026030	共立管財株式会社	不動産管理	不動産	690	https://www.kyoritsu-kanzai.co.jp/contact-us/	https://www.kyoritsu-kanzai.co.jp/outline/	sent_2026-08-05
4020001042589	株式会社システムアイ	その他IT	IT	418	https://systemi.co.jp/contact	https://systemi.co.jp/company/profile/	excluded_captcha
4020001063585	関東スターワークス株式会社	機械設計	機械	445	https://www.star-w.com/renew/original/contact/contact_edit.php	https://www.star-w-k.com/company-info/	sent_2026-08-05
4020001076934	東芝自動機器システムサービス株式会社	機械修理	機械	876	https://www.webcom.toshiba.co.jp/tass/inquiry.php	https://www.toshiba-tass.co.jp/	excluded_required_address
4021001007458	株式会社ミヤザワ	紙類包装製造	製造	1506	https://www.ms-group.net/inquiry	https://www.miyazawa-inc.com/	excluded_unreachable
4030001002410	株式会社クリーン工房	不動産管理	不動産	1063	https://www.cleankobo.co.jp/contact/	https://www.cleankobo.co.jp/company/	excluded_required_address
4030001005116	田中産業株式会社	紙媒体印刷	広告・制作	359	http://www.printer-tanaka.co.jp/fmail/fmail.cgi	https://www.printer-tanaka.co.jp/company/outline.html	excluded_wrong_channel
