corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
2010001082472	住友商事グローバルメタルズ株式会社	鉄鋼・金属商社	商社	480	http://www.scgm.co.jp/contact/	https://www.scgm.co.jp/aboutus/summary/	sent_2026-08-05
2010001085120	太陽鉱油株式会社	ガス・燃料製品・採掘	エネルギー	583	https://www.taiyo-koyu.co.jp/cgi-bin/inquiry/entry.php	http://www.taiyo-koyu.co.jp/	excluded_form_unavailable
2010001101686	古河ユニック株式会社	建設機械	機械	502	https://www.furukawaunic.co.jp/contact/	https://www.furukawaunic.co.jp/about/company/	excluded_captcha
2010001133878	ＪＸ金属株式会社	その他製造	製造	4656	https://ssl.jx-group.co.jp/nmm_jp/inquiry/input	https://www.jx-nmm.com/	excluded_wrong_company
2010001134133	ＴＩＳＩ株式会社	Webアプリ・サービス運営	IT	6562	https://www.tis.co.jp/contact/	https://www.tis.co.jp/company/network/shinjuku.html	sent_2026-08-05
2010001136204	株式会社ニジボックス	Web制作	広告・制作	383	https://nijibox.jp/contact/	https://nijibox.jp/about/	excluded_captcha
2010001146302	王子イメージングメディア株式会社	紙・パルプ	材料・資源	444	http://www.ojiimagingmedia.co.jp/contact.html	https://www.ojiimagingmedia.co.jp/about-us/company.html	excluded_form_unavailable
2010101009747	株式会社ＪＶＩＳ	スタジオ・写真撮影	広告・制作	525	http://www.jvis.co.jp/contact/	http://www.jvis.co.jp/company/?id=company2	excluded_required_address
2010401017012	エレマテック株式会社	電子部品商社	商社	588	https://elematec.heteml.jp/home/contact/edit.html	http://www.elematec.com/	excluded_unreachable
2010401046416	三井倉庫ホールディングス株式会社	経営コンサル	コンサルティング	1101	https://www.mitsui-soko.com/contact/	https://www.mitsui-soko.com/	excluded_captcha
2010401054443	シンフォニアテクノロジー株式会社	動力装置	機械	2328	https://www.sinfo-t.jp/recept/form.htm	https://www.sinfo-t.jp/company/	excluded_required_address
2010401064789	富士フイルム株式会社	光学機器・レンズ	機械	6429	https://www.fujifilm.co.jp/form/general/input.php?id=FFCSR&amp;_ga=2.3797942.781147784.1513736266-1309276454.1513736266	http://fujifilm.jp/	excluded_captcha
2010401089183	パーソルキャリア株式会社	人材紹介	人材・アウトソーシング	6929	https://contact.persol-career.co.jp/webapp/form/19146_kicb_78/index.do?_ga=2.260110085.987695291.1510892383-753144901.1510802218	https://www.persol-career.co.jp/corporate/overview/	sent_2026-08-05
2010601007861	株式会社フジクラ	その他製造	製造	2896	http://www.fujikura.co.jp/contact/index.php?fm=other	http://www.fujikura.co.jp/	excluded_wrong_channel
2010601031663	株式会社ＩＨＩ物流産業システム	産業用ロボット	機械	462	https://contact.ihi.co.jp/index.php/ilm_jpn/ILM/form_10001	https://www.ihi.co.jp/ilm/company/outline/index.html	excluded_unreachable
2010601037553	太平洋マテリアル株式会社	窯業建材・石材	材料・資源	372	https://www.taiheiyo-m.co.jp/products/contact.html	https://www.taiheiyo-m.co.jp/company/profile.php	excluded_wrong_channel
2010701007860	日本ドライケミカル株式会社	防犯機器	製造	834	http://www.ndc-group.co.jp/inquiry/index.php	https://www.ndc-group.co.jp/info/contact/index.html	excluded_sales_prohibited
2010701018429	巴工業株式会社	水処理機械	機械	575	https://www.tomo-e.co.jp/machinery/inquiry	https://www.tomo-e.co.jp/company/profile.html	excluded_wrong_channel
2010701019419	トピー工業株式会社	金属加工	製造	2182	https://cloud.swcms.net/topyPublic/ja/inquiry.html	https://www.topy.co.jp/ja/company/network/mapHeadOffice.html	excluded_unreachable
2010701020987	日本ライフライン株式会社	医療機器商社	商社	1368	https://www.jll.co.jp/form_contact/	https://www.jll.co.jp/aboutus/overview.html	excluded_captcha
2010701026159	東洋エアゾール工業株式会社	その他人材	人材・アウトソーシング	714	http://www.toyoa.co.jp/contact/	https://www.toyoa.co.jp/profile/office/	excluded_wrong_channel
2010801006671	株式会社大昌電子	電子部品	機械	935	https://www.daisho-denshi.co.jp/contact/	https://www.daisho-denshi.co.jp/	excluded_wrong_channel
2011001017526	日本航空電子工業株式会社	電子部品	機械	2063	https://www.jae.com/jp/ask/index.html	https://www.jae.com/corporate/branch/	excluded_unreachable
