corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
4180301004884	株式会社アイセロ	プラスチック製品・樹脂製品	材料・資源	606	https://www.aicello.co.jp/form/inquiry/input	https://www.aicello.co.jp/company/outline/	sent_2026-08-05
4180301020072	株式会社アドマテックス	化学品	材料・資源	468	http://www.admatechs.co.jp/contact.php	https://www.admatechs.co.jp/about-outline.html	excluded_captcha
4180301024973	株式会社アドバンティア	人材派遣	人材・アウトソーシング	718	https://advantiar.jp/contact/	https://advantiar.jp/company/	excluded_captcha
4190001008706	株式会社ミヤケフォージング	動力装置	機械	412	http://www.miyake-net.co.jp/inquiry/	https://www.miyake-net.co.jp/company/	excluded_form_unavailable
4190001013375	株式会社フレンド	人材派遣	人材・アウトソーシング	363	https://friend-mie.co.jp/contact/	https://friend-mie.co.jp/	excluded_required_address
4200001014710	株式会社関ケ原製作所	建設機械	機械	386	http://www.sekigahara.co.jp/contact/	https://www.sekigahara.co.jp/company/	sent_2026-08-05
4210001001352	サカイオーベックス株式会社	繊維加工・織布	製造	452	http://www.sakaiovex.co.jp/form/opinion.html	https://www.sakaiovex.co.jp/company/	excluded_form_unavailable
4210001013827	株式会社アートテクノロジー	受託開発	IT	408	https://www.art-tec.co.jp/contact/	https://www.art-tec.co.jp/	excluded_sales_prohibited
4220001006111	北菱電興株式会社	工業用機械商社	商社	401	https://www.hokuryodenko.co.jp/contactus/	https://www.hokuryodenko.co.jp/about/profile/	excluded_sales_prohibited
4220001007019	株式会社リンクス	人材派遣	人材・アウトソーシング	614	http://www.links-jp.com/inquiry/	https://www.links-jp.com/aboutus/	sent_2026-08-05
4220001012695	株式会社東振精機	金属製品	材料・資源	551	http://www.tohshin-inc.co.jp/contactus	https://www.tohshin-inc.co.jp/profile/group/tohshinseiki/	sent_2026-08-05
4230001010335	株式会社タカギセイコー	プラスチック製品・樹脂製品	材料・資源	1033	https://www.takagi-seiko.co.jp/contact_others/	https://www.takagi-seiko.co.jp/company/outline/	excluded_captcha
4240001004583	新川電機株式会社	計測機器・センサー	機械	756	https://www.shinkawa.co.jp/inquiry.html	https://www.shinkawa.co.jp/company/about	excluded_required_address
4240001027972	株式会社ウッドワン	木材系建材製造	製造	1359	https://support.woodone.co.jp/woodone/contact/?_ga=2.138334645.425633553.1530088138-944142782.1530088138	https://www.woodone.co.jp/company/profile/	excluded_sales_prohibited
4240001033021	株式会社山陽テクノサービス	人材紹介	人材・アウトソーシング	591	https://www.e-santech.jp/inquiry/	https://www.e-santech.jp/outline/	excluded_wrong_channel
4260001013120	倉敷紡績株式会社	繊維	材料・資源	1318	https://www.kurabo.co.jp/contact/index.html	https://www.kurabo.co.jp/	excluded_required_address
4260001018111	冨士ベークライト株式会社	プラスチック製品・樹脂製品	材料・資源	452	http://www.fujibake.com/inq/inq.html	https://www.fujibake.com/aboutus/index.html	sent_2026-08-05
4260001018284	シーピー化成株式会社	プラスチック包装	製造	960	http://www.cpkasei.co.jp/inquiry/	http://www.cpkasei.co.jp	excluded_required_address
