corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
1010001000708	イチカワ株式会社	繊維加工・織布	製造	574	https://www.ik-felt.co.jp/inquiry/	http://www.ik-felt.co.jp/	excluded_required_address
1010001003966	スズデン株式会社	工業用機械商社	商社	388	https://www.suzuden.co.jp/contact	https://www.suzuden.co.jp/corporate/	excluded_captcha
1010001008734	日産化学株式会社	化学品	材料・資源	2444	https://secure.nissanchem.co.jp/contact/form.cgi?jigyoubu_flg=15	https://www.nissanchem.co.jp/profile/office.html	excluded_wrong_channel
1010001008833	日本曹達株式会社	化学品	材料・資源	1383	http://www.nippon-soda.co.jp/contact/index.html	https://www.nippon-soda.co.jp/	excluded_captcha
1010001012372	ＮＴＴ都市開発株式会社	デベロッパー	不動産	881	https://www.nttud.co.jp/inquiry/index.html	https://www.nttud.co.jp/	excluded_submit_stuck
1010001033609	ＣＨＥＭＩＰＡＺ株式会社	塗料	材料・資源	474	https://www.seikopmc.co.jp/cgi-bin/contact.cgi	https://www.seikopmc.co.jp/	excluded_wrong_company
1010001034994	日本パーカライジング株式会社	金属加工	製造	1144	https://www.parker.co.jp/contact/index.html	https://www.parker.co.jp/ja/corporate/outline.html	excluded_unreachable
1010001037329	伊藤忠建材株式会社	建材商社	商社	406	http://www.ick.co.jp/contact/	https://www.ick.co.jp/company/profile.html	excluded_sales_prohibited
1010001045983	日本紙通商株式会社	紙・パルプ商社	商社	441	http://www.np-t.co.jp/contact/	https://www.np-t.co.jp/corporate/	sent_2026-08-05
1010001074355	王子マテリア株式会社	紙類包装製造	製造	1833	https://www.ojimateria.co.jp/inquiry/pgdmailform.cgi	https://www.ojimateria.co.jp/corporate/profile/index.html	excluded_missing_required_department
1010001075980	株式会社フェローテック	半導体	製造	552	http://www.ferrotec.co.jp/contact/	http://www.ferrotec.co.jp	excluded_sales_prohibited
1010001083026	フロンティアコンストラクション＆パートナーズ株式会社	土木コンサル	コンサルティング	648	https://secure02.blue.shared-server.net/www.fc-p.co.jp/contact/	https://www.fc-p.co.jp/about/info/	excluded_submit_stuck
1010001092299	アイティメディア株式会社	Webアプリ・サービス運営	IT	427	http://corp.itmedia.co.jp/ir/inquiry/	https://corp.itmedia.co.jp/corp/profile/	excluded_wrong_channel
1010001105234	株式会社ファーマインド	農産物食品商社	商社	1438	https://www.farmind.co.jp/contact/index.html	https://www.farmind.co.jp/corporate/about/companyguide.html	excluded_unreachable
1010001160717	ＳＢＩアルヒ株式会社	不動産コンサル	コンサルティング	452	https://www.aruhi-corp.co.jp/contact/	https://www.sbiaruhi-group.jp/corporate/outline	excluded_wrong_channel
1010401002444	イーグルブルグマンジャパン株式会社	その他製造	製造	409	https://www.eagleburgmann.jp/en/contact	https://www.gosen-koyou.jp/html/guidebook/kigyou/kigyou-54.html	excluded_form_unavailable
1010401006049	オイレス工業株式会社	動力装置	機械	1201	https://www.oiles.co.jp/contact/	https://www.oiles.co.jp/	excluded_form_unavailable
1010401010455	株式会社小松製作所	建設機械	機械	15107	https://home.komatsu/jp/inquiry/others/input	https://home.komatsu/jp/	excluded_required_address
1010401011081	酒井重工業株式会社	建設機械	機械	397	https://www.sakainet.co.jp/inquiry/inquiry1.html	https://www.sakainet.co.jp/about_us/office/main_office.html	excluded_unreachable
1010401012096	三信電気株式会社	電子部品商社	商社	593	https://www.sanshin.co.jp/cgi-bin/contact/index.php?s=2	https://www.sanshin.co.jp/company/	excluded_captcha
1010401022715	株式会社日本色材工業研究所	化粧品製造	製造	628	http://www.shikizai.com/japanese/contact/index.php	http://www.shikizai.com	excluded_disabled_consent
1010401047027	ユニマテック株式会社	化学品	材料・資源	547	http://www.unimatec.co.jp/FormMail/contact/FormMail.html	https://www.unimatec.co.jp/company/#outline	excluded_form_unavailable
1010401050996	株式会社電通東日本	総合広告代理店	広告・制作	548	https://secure.dentsu-east.co.jp/form/	https://ssl.dentsu-east.co.jp/network/tokyo/	excluded_dns_error
1010401053834	ＨＰＰホールディングス株式会社	プラスチック製品・樹脂製品	材料・資源	991	https://www.polyplastics.com/InqForm/Index.do	https://www.polyplastics-global.com/jp/aboutus/profile.html	excluded_wrong_company
1010401063692	太陽生命保険株式会社	保険	金融	12555	http://www.taiyo-seimei.co.jp/customer/contact.html	https://www.taiyo-seimei.co.jp/	excluded_wrong_channel
