corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
2050001031500	関彰商事株式会社	化学品・医療品商社	商社	1407	http://www.sekisho.co.jp/contact?post_id=422	https://www.sekisho.co.jp/maconcept/coprofile2	excluded_unreachable
2070001009560	エスビック株式会社	窯業建材・石材	材料・資源	376	https://www.s-bic.co.jp/landscape_contact/	https://www.s-bic.co.jp/office-factory/	excluded_wrong_channel
2080401014639	株式会社キャタラー	化学品	材料・資源	1121	https://www.cataler.co.jp/inquiry/	https://www.cataler.co.jp/	excluded_form_unavailable
2080401020868	株式会社ホットスタッフ袋井	その他人材	人材・アウトソーシング	557	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0943	excluded_wrong_channel
2100001015175	株式会社デンソーエアクール	空調機器	機械	701	https://www.denso-aircool.co.jp/forms/contact/index.php	https://www.denso.com/group/denso-aircool/company/overview/	excluded_unreachable
2100001029241	株式会社ホットスタッフ松本	人材派遣	人材・アウトソーシング	402	https://www.hotstaff.co.jp/contact	https://www.hotstaff.co.jp/branch/detail/0947	excluded_wrong_channel
2120001001999	スターライト工業株式会社	プラスチック製品・樹脂製品	材料・資源	646	https://www.2nd.starlite.co.jp/contact/	https://starlite.co.jp/corporate/outline	excluded_unreachable
2120001021304	ハシダ技研工業株式会社	金型製造	機械	931	http://www.hashida-giken.co.jp/inquiry.html	http://www.hashida-giken.co.jp/	excluded_form_unavailable
2120001043471	サカタインクス株式会社	塗料	材料・資源	1069	https://ssl.inx.co.jp/CGI/inquiry/form.cgi	http://www.inx.co.jp/	excluded_required_address
2120001045162	タカラ通商株式会社	その他専門商社	商社	481	http://takara-net.co.jp/contact/index.php	https://www.takara-net.co.jp/company/profile.html	excluded_form_unavailable
2120001059699	利昌工業株式会社	電子部品	機械	603	http://www.risho.co.jp/form.html	https://www.risho.co.jp/kaisha/map_honsya.htm	excluded_required_address
2120001066027	泉州電業株式会社	その他機械専門商社	商社	697	https://www.senden.co.jp/contact/	https://www.senden.co.jp/	excluded_required_address
2120001068527	日昌株式会社	接着剤	材料・資源	483	https://www.nissho-group.com/cgi-bin/scripts/form.cgi	http://www.nissho-group.com/	excluded_required_address
2120001077437	新日本工機株式会社	工作機器	機械	667	https://www.snkc.co.jp/contact	https://www.snkc.co.jp/	excluded_form_unavailable
2120001093269	日本精線株式会社	金属製品	材料・資源	726	http://www.n-seisen.co.jp/contact/	https://www.n-seisen.co.jp/company/overview/	excluded_required_address
2120001178193	大和財託株式会社	不動産コンサル	コンサルティング	406	https://yamatozaitaku.com/form/	https://yamatozaitaku.com/	excluded_wrong_channel
2120901001628	日東電工株式会社	化学品	材料・資源	7784	https://form.nitto.com/jp/ja/form/inq_other/	https://www.nitto.com/jp/ja/	excluded_unreachable
2122001018494	株式会社ジェイテクトマシンシステム	工作機器	機械	1159	http://www.koyo-machine.co.jp/contact/contact.php	https://www.machine.jtekt.co.jp/company/about/	excluded_form_unavailable
2122001025697	株式会社ホットスタッフ東大阪	人材派遣	人材・アウトソーシング	496	https://www.hotstaff.co.jp/contact	https://www.hotstaff.co.jp/branch/detail/0923	excluded_wrong_channel
2130001017499	株式会社ジェイ・エス・ビー	不動産売買・仲介	不動産	779	https://www.jsb.co.jp/_php/mailform.php	https://www.jsb.co.jp/company/outline/	excluded_form_unavailable
2140001012193	日本毛織株式会社	繊維加工・織布	製造	718	https://www.nikke.co.jp/contact/	http://www.nikke.co.jp/	excluded_required_address
2140001023587	株式会社リブ・マックス	不動産賃貸・仲介	不動産	1825	http://www.livemax.co.jp/contact/	https://www.livemax.co.jp/about/company/	excluded_captcha
2140001049112	神鋼鋼線工業株式会社	その他製造	製造	905	https://www.shinko-wire.co.jp/input.html	https://www.shinko-wire.co.jp/company/outline.html	excluded_form_unavailable
2140001058922	山陽色素株式会社	塗料	材料・資源	378	http://www.sanyocolor.jp/contact/index.html	https://www.sanyocolor.jp/	excluded_required_address
2150001014908	株式会社ツバキ・ナカシマ	金属加工	製造	481	http://www.tsubaki-nakashima.com/jp/info/contact.php	https://www.tsubaki-nakashima.com/jp/company/about/	excluded_form_unavailable
2150001020625	株式会社ホットスタッフ奈良	人材派遣	人材・アウトソーシング	559	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0952	excluded_wrong_channel
2160001004800	住友電工プリントサーキット株式会社	電子部品	機械	421	http://www.sei-sect.co.jp/inquiry/inquiry_form.php	https://www.sei-sect.co.jp/company/	excluded_form_unavailable
2160001006193	住友電工ウインテック株式会社	金属部品	製造	428	http://www.sei-wintec.com/inquiry/index.html	http://www.sei-wintec.com/	excluded_form_unavailable
2180001010714	株式会社トヨトミ	空調機器	機械	380	https://fc.canonet.ne.jp/toyotomi.jp/secure/form-public/	http://www.toyotomi.jp/	excluded_unreachable
2180001015003	東海紙器株式会社	紙類包装製造	製造	368	http://www.tokaishiki.co.jp/contact/	http://www.tokaishiki.co.jp/	excluded_required_address
2180001039299	ＮＴＣコンサルタンツ株式会社	土木コンサル	コンサルティング	436	https://www.ntc-c.co.jp/contact/index.php	http://www.ntc-c.co.jp/	excluded_captcha
2180001079691	株式会社ＭＡＲＵＷＡ	電子部品	機械	1041	https://www.maruwa-g.com/cgi-bin/contact/index.cgi	http://www.maruwa-g.com	excluded_required_address
2180001083272	豊島株式会社	繊維加工・織布	製造	647	https://www.toyoshima.co.jp/contact/inquiry/	https://www.toyoshima.co.jp/company/outline/	excluded_captcha
2180001102924	株式会社ホットスタッフ大府	人材派遣	人材・アウトソーシング	452	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0917	excluded_wrong_channel
2180001113178	株式会社ホットスタッフ稲沢	人材紹介	人材・アウトソーシング	523	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0935	excluded_wrong_channel
2180301013961	小松開発工業株式会社	紙類包装製造	製造	1508	http://www.komatsu-kaihatsu.co.jp/inquiry	http://www.komatsu-kaihatsu.co.jp/	excluded_captcha
2180301029743	株式会社ホットスタッフ豊田北	人材派遣	人材・アウトソーシング	385	https://www.hotstaff.co.jp/contact	https://www.hotstaff.co.jp/branch/detail/0954	excluded_wrong_channel
2190001010309	株式会社三十三銀行	銀行・金庫・組合	金融	2881	https://www.33bank.co.jp/contact.html	https://www.33bank.co.jp/about/gaiyou/company.html	excluded_wrong_channel
2200001019026	カイインダストリーズ株式会社	その他人材	人材・アウトソーシング	858	https://www.kai-group.com/form/inquiry/input/3/10/3001	https://www.kai-group.com/global/about/company.html	excluded_wrong_channel
2200001028555	株式会社ホットスタッフ各務原	人材派遣	人材・アウトソーシング	456	https://www.hotstaff.co.jp/contact	http://www.hotstaff.co.jp/branch/detail/code/0926	excluded_wrong_channel
2210001007087	株式会社エイチアンドエフ	工作機器	機械	426	https://www.h-f.co.jp/contact/	https://www.h-f.co.jp/	excluded_sales_prohibited
2220001000157	中村留精密工業株式会社	工作機器	機械	598	https://www.nakamura-tome.co.jp/contact_recruit/	https://www.nakamura-tome.co.jp/outline/	excluded_wrong_channel
2220001003309	シナネン株式会社	ガス・燃料製品・採掘	エネルギー	1022	https://reg18.smp.ne.jp/regist/is?SMPFORM=ljkh-ogrdn-cc3af95b69c7bf84b42063c86d97c240	https://sinanen.com/company/profile	excluded_wrong_channel
2220001007391	株式会社ヨシカワ	機械レンタル・リース	機械	380	https://www.ydec.co.jp/inquiry/	https://www.ydec.co.jp/company	excluded_required_address
2220001008786	株式会社別川製作所	電力・発電製造	機械	502	http://www.betsukawa.co.jp/inquiry/	https://www.betsukawa.co.jp/	excluded_form_unavailable
2230001002846	北電テクノサービス株式会社	電力・発電製造	機械	431	http://www.hts.co.jp/mailform_ippan.html	https://hts.co.jp/company/outline/	excluded_form_unavailable
