corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
2290001011651	岩田産業株式会社	食品専門商社	商社	569	https://www.iwatasangyo.co.jp/contact/	https://www.iwatasangyo.co.jp/	sent_2026-08-05
2290001012451	キュウセツＡＱＵＡ株式会社	水処理機械	機械	767	https://www.kyusetsuaqua.co.jp/inquiry/index.php	https://www.kyusetsuaqua.co.jp/about.html	excluded_form_unavailable
2290001014596	株式会社ダリア	日用品・化粧品商社	商社	421	https://dalia-s.cms2.jp/contact.html	https://dalia.co.jp/pages/overview	excluded_unreachable
2290001045328	株式会社麻生	土木コンサル	コンサルティング	2777	https://www.aso-corp.jp/cgi-bin/contactus.html	https://www.aso-corp.jp/outline.html	sent_2026-08-05
2290001049320	株式会社ニシケン	機械レンタル・リース	機械	883	https://www.r-nishiken.co.jp/contact/	https://www.r-nishiken.co.jp/office/kurume-headoffice/	excluded_captcha
2290001078699	株式会社ｔｅｎ	その他コンサル	コンサルティング	434	http://ten100.jp/contact/	https://ten100.jp/company/	excluded_captcha
2290801009713	岡住工業株式会社	産業用ロボット	機械	454	http://www.okazumi.co.jp/info/product.php	https://www.okazumi.co.jp/profile.php	excluded_form_unavailable
2330001003264	富田薬品株式会社	医療機器商社	商社	1365	https://www.tomita-pharma.co.jp/contact/	https://www.tomita-pharma.co.jp	sent_2026-08-05
2340001011885	株式会社マルマエ	電子部品	機械	377	http://www.marumae.com/ask.php	https://www.marumae.com/com_1.html	excluded_form_unavailable
2370301000965	東北電子工業株式会社	電子部品	機械	432	http://www.satorick.co.jp/contact.html	https://www.satorick.co.jp/company/	excluded_form_unavailable
2420001012066	日本原燃分析株式会社	化学品	材料・資源	385	http://www.j-cal.co.jp/inquiry.html	http://www.j-cal.co.jp/	excluded_unreachable
2430001035966	ナラサキ産業株式会社	工業用機械商社	商社	454	https://www.narasaki.co.jp/inquiry/form.cgi?kind=inquiry	https://www.narasaki.co.jp/company/company.html	excluded_form_unavailable
2490001001698	ニッポン高度紙工業株式会社	紙・パルプ	材料・資源	416	https://www.kodoshi.co.jp/contact/form04.html	https://www.kodoshi.co.jp/profile/company.html	excluded_required_address
2500001009665	日泉化学株式会社	プラスチック製品・樹脂製品	材料・資源	397	https://nissen-chem.jp/contact	https://nissen-chem.jp/company/outline/	sent_2026-08-05
2700150006311	マッキンゼー・アンド・カンパニー・インコーポレイテッド・ジャパン	経営コンサル	コンサルティング	754	https://www.mckinsey.com/industries/advanced-electronics/contact-us	https://www.mckinsey.com/jp	excluded_unreachable
3010001007180	ホシザキ関東株式会社	業務厨房機器	機械	482	https://g108.secure.ne.jp/~g108004/form/index.html	https://www.hoshizaki-kanto.co.jp/company/	excluded_form_unavailable
