corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
4120001054120	株式会社ＮＴＴデータ関西	Webアプリ・サービス運営	IT	1322	https://www.nttdata-kansai.co.jp/form/inquiry/index.aspx	https://www.nttdata-kansai.co.jp/company/outline.aspx	excluded_required_department
4120001059664	椿本興業株式会社	工業用機械商社	商社	645	http://www.tsubaki.co.jp/messege.htm	https://www.tsubaki.co.jp/ja/company/outline/	sent_2026-08-05
4120001063138	クラレテクノ株式会社	業務請負	人材・アウトソーシング	1092	http://www.kuraray-techno.com/inquiry/index.php	https://www.kuraray-techno.com/company/profile.html	excluded_required_address
4120001067097	中央コンピューター株式会社	ITインフラストラクチャー	IT	606	https://www.chuo-computer.co.jp/inquiry/	https://www.chuo-computer.co.jp/company/about/	excluded_captcha
4120001072691	株式会社日本ネットワークサポート	電力・発電製造	機械	434	https://www2.kanden.ne.jp/cgi-bin/nnets/mailform_nns1.cgi	http://www.nnets.co.jp/	excluded_unreachable
4120001074060	荒川化学工業株式会社	薬品	材料・資源	933	https://www.arakawachem.co.jp/jp/inquiry/	http://www.arakawachem.co.jp/jp/	sent_2026-08-05
4120001076494	奥野製薬工業株式会社	化学品	材料・資源	516	http://www.okuno.co.jp/old/inquiry/inquiry.html	https://www.okuno.co.jp/	excluded_wrong_channel
4120001077360	稲畑産業株式会社	化学品・医療品商社	商社	829	http://www.inabata.co.jp/contact/input.html?type=investor	https://www.inabata.co.jp/company/outline/	excluded_wrong_channel
4120001091386	株式会社山星屋	食品専門商社	商社	943	https://www.arista.co.jp/contact.html	https://www.arista.co.jp/company/outline/	sent_2026-08-05
4120001099371	スタイレム瀧定大阪株式会社	繊維加工・織布	製造	620	https://www.stylem.co.jp/contact/	https://www.stylem.co.jp/company/access/osaka/	excluded_form_unavailable
4120001103331	株式会社ソフトウェア・サービス	受託開発	IT	1892	https://asp.softs.co.jp/send/contact/	https://www.softs.co.jp/	pending
4120001106061	株式会社ＰＡＬ	Webアプリ・サービス運営	IT	595	http://www.pal-style.co.jp/contact/?utm_source=cojp&utm_medium=header	https://www.pal-style.co.jp/company/overview/	pending
4120001111417	株式会社セリオ	人材派遣	人材・アウトソーシング	2630	https://www.serio-corp.com/inquiry/	https://www.serio-corp.com/company/office/	pending
4120001118404	光昭株式会社	工業用機械商社	商社	427	https://reg31.smp.ne.jp/regist/is?SMPFORM=mflf-qapem-f25a41d33cab8ceca8508ed99896209a	https://www.koshow.jp/company/outline.html	pending
4120001138220	ライクスタッフィング株式会社	人材派遣	人材・アウトソーシング	3541	https://www.like-gr.co.jp/inquiry/index.html	https://www.like-gr.co.jp/staffing/outline/about.html	pending
4120001169950	ベルサンテスタッフ株式会社	人材派遣	人材・アウトソーシング	704	http://www.bellsante.co.jp/contact/	https://www.bellsante.co.jp/company/outline/	pending
4120901015865	ボーンズ株式会社	電子部品	機械	434	http://www.bourns.com/support/contact	https://www.bourns.co.jp/company	pending
4122001004781	タツタ電線株式会社	その他製造	製造	870	https://www.tatsuta.co.jp/contact/	https://www.tatsuta.co.jp/	pending
4122001019235	田中紙管株式会社	紙・パルプ	材料・資源	369	http://www.tanakapt.co.jp/inquiry/index.html	https://www.tanakapt.co.jp/about/infomation.html	pending
4122001019771	ハート封筒株式会社	紙・パルプ	材料・資源	485	https://www.heart-group.co.jp/form/	http://www.heart-group.co.jp/	pending
4122001021273	株式会社メイワパックス	プラスチック包装	製造	870	https://ssl.alpha-mail.ne.jp/mpx-group.jp/contact/	https://meiwa.mpx-group.jp/company/outline.html	pending
4130001000049	京セラ株式会社	精密機器	製造	25162	https://contact.kyocera.co.jp/inquiry/ja/others/input.html	https://www.kyocera.co.jp/company/company_profile.html	pending
4130001012044	ムラテックメカトロニクス株式会社	工作機器	機械	402	http://www.muratec.jp/mmc/support/index.html	https://www.muratec.jp/mmc/corp/	pending
4130001014899	Ｉ－ＰＥＸ株式会社	精密機器	製造	1777	https://www.daiichi-seiko.co.jp/contact/contact_form.php?lang=jp&type=all	https://corp.i-pex.com/ja	pending
4130001030475	株式会社村田製作所	電子機器	機械	12789	http://www.murata.com/ja-jp/support/contact?intcid5=com_xxx_xxx_cmn_hd_xxx	http://www.murata.co.jp/	pending
4130001033271	株式会社ワールドプラン	人材派遣	人材・アウトソーシング	567	http://www.world-plan.co.jp/inquiry/	http://www.world-plan.co.jp/	pending
4140001044672	神鋼テクノ株式会社	その他機械	機械	404	https://www.s-techno.co.jp/inquiry/index.html	https://www.s-techno.co.jp/outline/03.html	pending
4140001049408	株式会社ベンカン機工	金属製品	材料・資源	415	http://benkankikoh.com/inquiry/web.html	https://www.benkankikoh.com/company/outline.html	pending
4140001062427	ヒメジ理化株式会社	ガラス	材料・資源	652	http://www.himejirika.co.jp/ac_contuctus/index.html	http://www.himejirika.co.jp/	pending
4140001070909	伊藤ハムミート販売西株式会社	食肉卵商社	商社	381	http://www.itoham.co.jp/contact/top.html	https://www.itoham-mhwest.com/	pending
4140001072021	株式会社日本管財環境サービス	機械修理	機械	1598	http://www.nkks.co.jp/contact/	http://www.nkks.co.jp	pending
4160001008709	株式会社文教スタヂオ	スタジオ・写真撮影	広告・制作	406	http://www.bunkyostudio.co.jp/contact/	http://www.bunkyostudio.co.jp/	pending
4170001010192	アズビル金門エナジープロダクツ株式会社	計測機器・センサー	機械	417	https://akep.azbil.com/inquiry/index.html	https://akep.azbil.com/corporate/outline.html	pending
4180001004210	株式会社マクシスエンジニアリング	産業用ロボット	機械	628	http://www.maxis-inc.com/contact/contact_top.html	http://www.maxis-inc.com	pending
4180001006883	株式会社テクノ中部	電力・発電製造	機械	755	https://www.techno-chubu.co.jp/contact/	https://www.techno-chubu.co.jp/	pending
4180001011487	株式会社ＡＳＡＨＩ　ＦＯＲＧＥ	動力装置	機械	696	http://www.asahiforge.co.jp/contact/	https://asahiforge.co.jp/plant/mino.html	pending
4180001013764	山宗株式会社	その他専門商社	商社	615	https://www.yamaso.co.jp/outline/inquiry_form/recruit/	https://www.yamaso.co.jp/outline/company/	pending
4180001017641	株式会社トヨタシステムズ	Webアプリ・サービス運営	IT	2959	https://f.msgs.jp/webapp/form/17406_mtz_2/index.do?_ga=2.236907081.950064082.1560834766-180021496.1560834766	https://www.toyotasystems.com/company/location/	pending
4180001022765	株式会社マキテック	産業用ロボット	機械	758	http://www.makitech.co.jp/support/form01.html	https://www.makitech.co.jp/company/gaiyo.html	pending
4180001035346	株式会社キングコーポレーション	紙媒体印刷	広告・制作	632	https://www.king-corp.co.jp/touroku/touroku_form.php	https://www.king-corp.co.jp/company/	pending
4180001036617	株式会社シイエム・シイ	製造業コンサル	コンサルティング	396	http://www.cmc.co.jp/contact/	https://www.cmc.co.jp/corporate/information/	pending
4180001046442	ポールトゥウィン株式会社	クラウド系/SaaS/ASPサービス	IT	4253	http://www.ptw.co.jp/form	https://www.ptw.inc/	pending
4180001048892	ダイコク電機株式会社	ソフトウェア販売	IT	485	http://www.daikoku.co.jp/contact/contact_hall/	https://www.daikoku.co.jp/corporate/access/honsha/	pending
4180001051285	ビジネスピープル株式会社	人材派遣	人材・アウトソーシング	376	http://www.bpnet.jp/contact/	http://www.bpnet.jp/	pending
4180001072463	スターワークス東海株式会社	人材派遣	人材・アウトソーシング	473	https://www.star-w.com/renew/original/contact/contact_edit.php	https://www.star-w-t.com/company-info/	pending
4180001088187	石塚硝子株式会社	ガラス	材料・資源	709	http://www.ishizuka.co.jp/inquiry/	https://www.ishizuka.co.jp/profile/outline	pending
4180001090291	ディーピーティー株式会社	業務請負	人材・アウトソーシング	1535	http://dpt-inc.co.jp/engineer/contact/	https://www.dpt-inc.co.jp/information/profile/	pending
4180001093798	株式会社スタッフ東海	人材派遣	人材・アウトソーシング	990	http://www.staff-tokai.co.jp/feedback/	https://www.staff-tokai.co.jp/company/	pending
4180001115296	株式会社ホットスタッフ常滑	人材紹介	人材・アウトソーシング	365	https://www.hotstaff.co.jp/contact	https://www.hotstaff.co.jp/branch/detail/0941	pending
4180301001469	株式会社トラストファミリー	人材派遣	人材・アウトソーシング	857	https://www.trust-family.co.jp/wgs/blog/ff/2/	https://www.trust-family.co.jp/	pending
